Id,Player,Team,Nation,Pos,Age,PT-MP,PT-Starts,PT-Minutues,P-Non-PG,P-PG,P-Ast,P-CrdY,P-CrdR,E-xG,E-npxG,E-xAG,Prg-C,Prg-P,Prg-R,P90-Gls,P90-Ast,P90-G+A,P90-G-PK,P90-G+A-PK,P90-xG,P90-xAG,P90-xG+xAG,P90-npxG,P90-npxGxAG90,P-GA,P-GA90,P-SoTA,P-Saves,P-Save%,P-W,P-D,P-L,P-CS,P-CS%,PK-PKatt,PK-PKA,PK-PKsv,PK-PKm,PK-Save%,st_gls,st_sh,st_soT,st_soTPer,st_sh90,st_soT90,st_GSh,st_GsoT,st_Dist,st_FK,st_PK,st_PKatt,st_xG,st_npxG,st_npxGSh,st_GxG,st_np,ptCmp,ptAtt,ptCmpPer,ptTotDist,ptPrgDist,psCmp,psAtt,psCmpPer,pmCmp,pmAtt,pmCmpPer,plCmp,plAtt,plCmpPer,pxAst,pxAG,pxA,pAxAG,pKP,p13,pPPA,pCrsPA,pPrgP,typeLive,typeDead,typeFK,typeTB,typeSw,typeCrs,typeTI,typeCK,CKIn,CKOut,Str,OcCmp,OcOff,OcBlocks,SCA,SCA90,SCATPassLive,SCATPassDead,SACTTO,SCATSh,SCATFld,SCATDef,GCA,GCA90,GCATPassLive,GCATPassDead,GCATTO,GCATSh,GCATFld,GCATDef,TTkl,TklW,Def3rd,Mid3rd,Att3rd,CTkl,DefAtt,CTklPer,Lost,Blocks,BlkSh,BlkPass,BlkInt,BlkTklInt,BlkClr,BlkErr,poss_ids,ptTouches,ptDefPen,ptDef3rd,ptMid3rd,ptAtt3rd,ptAttPen,ptLive,ptoAtt,ptoSucc,ptoSuccPer,ptoTkld,ptoTlkdPer,pcCarries,pcToDist,pcPrgDist,pcPrgC,pc13,pcCPA,pcMis,pcDis,prRec,prPrgR,pltStarts,pltMnSt,pltCompl,pltSubs,pltMnSub,pltUnSub,pltTSPPM,pltTSonG,pltTSonGA,pltTSonxG,pltTSonxGA,miscFls,miscFld,miscOff,miscCrs,miscOG,miscRecov,miscWon,miscLost,miscWonPer
38ceb24a,Leandro Trossard,Arsenal,be BEL,"FW,MF",28,34,18,"1,649",12,0,1.0,2.0,0.0,7.9,7.9,2.8,66.0,76.0,155.0,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,,,,,,,,,,,,,,,,12.0,60.0,22.0,36.7,3.27,1.2,0.2,0.55,16.1,0.0,0.0,0.0,7.9,7.9,0.13,4.1,4.1,494.0,673.0,73.4,7666.0,1927.0,271.0,315.0,86.0,181.0,241.0,75.1,31.0,60.0,51.7,1.0,2.8,3.2,-1.8,24.0,28.0,29.0,4.0,76.0,625.0,46.0,6.0,8.0,2.0,57.0,8.0,24.0,22.0,0.0,0.0,494.0,2.0,30.0,65.0,3.55,46.0,3.0,7.0,5.0,4.0,0.0,6.0,0.33,1.0,1.0,2.0,0.0,2.0,0.0,27.0,16.0,8.0,9.0,10.0,9.0,25.0,36.0,16.0,27.0,1.0,26.0,8.0,35.0,6.0,0.0,912.0,15.0,105.0,318.0,502.0,121.0,912.0,47.0,25.0,53.2,16.0,34.0,591.0,3651.0,1732.0,66.0,43.0,27.0,47.0,39.0,650.0,155.0,,18,72.0,3,16,22.0,3,2.32,45.0,10.0,37.3,13.6,15.0,20.0,9.0,57.0,0.0,88.0,5.0,10.0,33.3
b66315ae,Gabriel Jesus,Arsenal,br BRA,FW,26,27,17,"1,478",4,0,5.0,6.0,0.0,6.3,6.3,3.8,38.0,42.0,155.0,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,,,,,,,,,,,,,,,,4.0,55.0,19.0,34.5,3.35,1.16,0.07,0.21,12.2,0.0,0.0,0.0,6.3,6.3,0.12,-2.3,-2.3,403.0,513.0,78.6,5315.0,971.0,259.0,306.0,84.6,111.0,140.0,79.3,10.0,16.0,62.5,5.0,3.8,3.2,1.2,29.0,18.0,19.0,1.0,42.0,482.0,23.0,2.0,8.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,403.0,8.0,18.0,59.0,3.59,37.0,1.0,9.0,5.0,3.0,4.0,8.0,0.49,4.0,1.0,1.0,1.0,1.0,0.0,24.0,17.0,11.0,5.0,8.0,5.0,18.0,27.8,13.0,23.0,1.0,22.0,13.0,37.0,12.0,0.0,782.0,16.0,75.0,247.0,472.0,139.0,782.0,75.0,35.0,46.7,30.0,40.0,489.0,2654.0,1146.0,38.0,21.0,25.0,61.0,38.0,567.0,155.0,,17,78.0,4,10,16.0,3,2.19,29.0,11.0,31.3,11.4,26.0,32.0,16.0,9.0,0.0,59.0,15.0,38.0,28.3
dc3e663e,Jakub Kiwior,Arsenal,pl POL,DF,23,20,11,946,1,0,3.0,1.0,0.0,0.8,0.8,0.9,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,,,,,,,,,,,,,,,,1.0,6.0,2.0,33.3,0.57,0.19,0.17,0.5,13.8,0.0,0.0,0.0,0.8,0.8,0.14,0.2,0.2,523.0,625.0,83.7,8555.0,3042.0,270.0,303.0,89.1,214.0,249.0,85.9,34.0,58.0,58.6,3.0,0.9,0.6,2.1,6.0,43.0,8.0,3.0,55.0,550.0,73.0,6.0,1.0,1.0,12.0,67.0,0.0,0.0,0.0,0.0,523.0,2.0,2.0,13.0,1.24,10.0,2.0,0.0,0.0,1.0,0.0,4.0,0.38,3.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,11.0,8.0,1.0,14.0,19.0,73.7,5.0,11.0,3.0,8.0,8.0,28.0,28.0,1.0,716.0,25.0,189.0,367.0,167.0,15.0,716.0,3.0,2.0,66.7,1.0,33.3,362.0,1264.0,681.0,4.0,8.0,1.0,8.0,2.0,462.0,16.0,,11,80.0,7,9,7.0,18,2.65,39.0,8.0,24.8,5.4,10.0,3.0,0.0,12.0,0.0,35.0,15.0,11.0,57.7
b3af9be1,Takehiro Tomiyasu,Arsenal,jp JPN,DF,24,22,10,"1,149",2,0,1.0,2.0,1.0,1.5,1.5,0.4,17.0,72.0,37.0,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,,,,,,,,,,,,,,,,2.0,17.0,3.0,17.6,1.33,0.23,0.12,0.67,14.9,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5,574.0,697.0,82.4,8941.0,2520.0,306.0,342.0,89.5,229.0,267.0,85.8,27.0,56.0,48.2,1.0,0.4,0.8,0.6,6.0,60.0,10.0,3.0,72.0,615.0,80.0,7.0,2.0,2.0,14.0,73.0,0.0,0.0,0.0,0.0,574.0,2.0,11.0,17.0,1.33,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,15.0,4.0,1.0,11.0,18.0,61.1,7.0,10.0,4.0,6.0,18.0,38.0,33.0,0.0,824.0,37.0,192.0,389.0,248.0,31.0,824.0,12.0,4.0,33.3,7.0,58.3,469.0,2158.0,1064.0,17.0,14.0,3.0,13.0,3.0,520.0,37.0,,10,85.0,7,12,25.0,1,2.41,30.0,10.0,24.5,12.2,14.0,8.0,1.0,14.0,0.0,54.0,25.0,20.0,55.6
a53649b7,Eddie Nketiah,Arsenal,eng ENG,FW,24,27,10,"1,082",5,0,2.0,3.0,0.0,4.5,4.5,0.8,22.0,20.0,77.0,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,,,,,,,,,,,,,,,,5.0,38.0,12.0,31.6,3.16,1.0,0.13,0.42,12.7,0.0,0.0,0.0,4.5,4.5,0.12,0.5,0.5,168.0,215.0,78.1,2332.0,267.0,98.0,118.0,83.1,60.0,72.0,83.3,3.0,4.0,75.0,2.0,0.8,0.7,1.2,9.0,7.0,5.0,0.0,20.0,199.0,16.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,168.0,0.0,10.0,28.0,2.33,17.0,0.0,3.0,5.0,3.0,0.0,8.0,0.67,3.0,0.0,1.0,1.0,3.0,0.0,12.0,7.0,2.0,6.0,4.0,2.0,7.0,28.6,5.0,11.0,0.0,11.0,4.0,16.0,4.0,0.0,371.0,5.0,18.0,148.0,207.0,75.0,371.0,30.0,8.0,26.7,15.0,50.0,236.0,1195.0,497.0,22.0,12.0,11.0,38.0,18.0,275.0,77.0,,10,78.0,3,17,18.0,11,2.15,24.0,10.0,22.3,10.3,24.0,28.0,8.0,5.0,0.0,24.0,23.0,27.0,46.0
45db685d,Jorginho,Arsenal,it ITA,MF,31,24,10,921,0,0,2.0,1.0,0.0,0.1,0.1,1.4,8.0,101.0,8.0,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.39,0.0,0.0,,24.6,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,699.0,785.0,89.0,11386.0,3439.0,360.0,380.0,94.7,280.0,310.0,90.3,45.0,59.0,76.3,2.0,1.4,2.1,0.6,10.0,81.0,25.0,1.0,101.0,759.0,18.0,13.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,699.0,8.0,5.0,27.0,2.64,25.0,0.0,0.0,1.0,0.0,1.0,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,6.0,10.0,8.0,11.0,23.0,47.8,12.0,17.0,1.0,16.0,12.0,36.0,7.0,1.0,871.0,25.0,154.0,479.0,239.0,5.0,871.0,5.0,2.0,40.0,3.0,60.0,521.0,1941.0,945.0,8.0,11.0,0.0,5.0,4.0,671.0,8.0,,10,78.0,3,14,10.0,13,2.42,25.0,11.0,21.2,8.2,9.0,15.0,0.0,3.0,0.0,49.0,7.0,7.0,50.0
529f49ab,Thomas Partey,Arsenal,gh GHA,"MF,DF",30,14,9,788,0,0,0.0,3.0,0.0,0.4,0.4,0.3,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,,,,,,,,,,,,,,,,0.0,8.0,2.0,25.0,0.91,0.23,0.0,0.0,20.7,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,570.0,636.0,89.6,9177.0,2564.0,298.0,321.0,92.8,224.0,243.0,92.2,37.0,54.0,68.5,0.0,0.3,0.6,-0.3,6.0,61.0,14.0,2.0,72.0,609.0,24.0,14.0,3.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,570.0,3.0,3.0,25.0,2.86,24.0,0.0,0.0,0.0,1.0,0.0,4.0,0.46,4.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,9.0,4.0,1.0,5.0,10.0,50.0,5.0,9.0,3.0,6.0,11.0,25.0,9.0,0.0,707.0,23.0,138.0,423.0,154.0,6.0,707.0,13.0,9.0,69.2,2.0,15.4,453.0,2227.0,1129.0,15.0,18.0,1.0,8.0,8.0,528.0,10.0,,9,79.0,4,5,16.0,3,2.71,20.0,5.0,15.3,8.4,10.0,6.0,0.0,2.0,0.0,56.0,7.0,8.0,46.7
466fb2c5,Aaron Ramsdale,Arsenal,eng ENG,GK,25,6,6,540,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,131.0,188.0,69.7,3303.0,2420.0,38.0,38.0,100.0,61.0,62.0,98.4,32.0,86.0,37.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,153.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,197.0,140.0,186.0,11.0,0.0,0.0,197.0,0.0,0.0,,0.0,,137.0,697.0,399.0,0.0,0.0,0.0,1.0,0.0,104.0,0.0,,6,90.0,6,0,,31,2.67,11.0,5.0,11.1,5.8,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,
17695062,Emile Smith Rowe,Arsenal,eng ENG,MF,23,13,3,353,0,0,1.0,0.0,0.0,2.0,2.0,0.2,11.0,23.0,18.0,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,,,,,,,,,,,,,,,,0.0,15.0,5.0,33.3,3.82,1.27,0.0,0.0,15.6,0.0,0.0,0.0,2.0,2.0,0.13,-2.0,-2.0,188.0,213.0,88.3,2449.0,496.0,128.0,143.0,89.5,54.0,57.0,94.7,1.0,4.0,25.0,1.0,0.2,0.4,0.8,4.0,13.0,11.0,0.0,23.0,207.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,188.0,0.0,2.0,13.0,3.31,10.0,1.0,0.0,1.0,1.0,0.0,2.0,0.51,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,3.0,7.0,1.0,0.0,253.0,1.0,21.0,106.0,127.0,19.0,253.0,7.0,3.0,42.9,3.0,42.9,154.0,827.0,472.0,11.0,8.0,1.0,6.0,4.0,189.0,18.0,,3,76.0,0,10,13.0,18,2.23,12.0,3.0,7.8,2.0,5.0,2.0,0.0,1.0,0.0,15.0,3.0,5.0,37.5
6412cc03,Fabio Vieira,Arsenal,pt POR,"MF,FW",23,11,2,297,0,1,2.0,0.0,1.0,1.3,0.5,1.6,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64,,,,,,,,,,,,,,,,1.0,6.0,1.0,16.7,1.82,0.3,0.0,0.0,18.0,0.0,1.0,1.0,1.3,0.5,0.08,-0.3,-0.5,122.0,150.0,81.3,1969.0,421.0,67.0,75.0,89.3,44.0,53.0,83.0,9.0,17.0,52.9,2.0,1.6,0.8,0.4,5.0,12.0,6.0,1.0,15.0,137.0,12.0,3.0,3.0,2.0,15.0,0.0,8.0,3.0,0.0,0.0,122.0,1.0,1.0,12.0,3.64,7.0,1.0,0.0,1.0,3.0,0.0,5.0,1.52,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,184.0,2.0,14.0,76.0,97.0,20.0,183.0,9.0,2.0,22.2,6.0,66.7,111.0,561.0,298.0,12.0,3.0,6.0,7.0,5.0,141.0,30.0,,2,62.0,0,9,19.0,13,2.36,11.0,2.0,8.2,1.8,8.0,10.0,2.0,15.0,0.0,16.0,1.0,0.0,100.0
c5bdb6e3,Reiss Nelson,Arsenal,eng ENG,FW,23,15,1,268,0,0,0.0,1.0,0.0,0.2,0.2,0.6,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,,,,,,,,,,,,,,,,0.0,4.0,1.0,25.0,1.34,0.34,0.0,0.0,19.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,127.0,144.0,88.2,1674.0,298.0,80.0,83.0,96.4,31.0,36.0,86.1,6.0,12.0,50.0,0.0,0.6,0.4,-0.6,5.0,1.0,6.0,2.0,5.0,132.0,12.0,4.0,0.0,1.0,14.0,3.0,5.0,4.0,0.0,0.0,127.0,0.0,3.0,9.0,3.02,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,1.0,3.0,8.0,10.0,80.0,2.0,5.0,1.0,4.0,1.0,10.0,5.0,0.0,188.0,8.0,30.0,67.0,96.0,13.0,188.0,7.0,1.0,14.3,6.0,85.7,129.0,729.0,281.0,9.0,5.0,4.0,11.0,4.0,128.0,26.0,,1,74.0,0,14,14.0,15,2.27,10.0,1.0,7.0,2.2,5.0,6.0,0.0,14.0,0.0,22.0,0.0,5.0,0.0
41034650,Jurriën Timber,Arsenal,nl NED,DF,22,2,1,71,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,66.0,74.0,89.2,982.0,221.0,35.0,36.0,97.2,30.0,33.0,90.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,67.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,79.0,0.0,11.0,51.0,17.0,1.0,79.0,1.0,1.0,100.0,0.0,0.0,61.0,249.0,121.0,0.0,3.0,0.0,0.0,1.0,61.0,5.0,,1,49.0,0,1,22.0,0,3.0,3.0,0.0,1.9,0.3,3.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,50.0
839c14e1,Cédric Soares,Arsenal,pt POR,DF,31,3,0,62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,60.0,69.0,87.0,905.0,157.0,39.0,41.0,95.1,15.0,17.0,88.2,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,61.0,8.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,10.0,47.0,12.0,0.0,69.0,0.0,0.0,,0.0,,37.0,139.0,69.0,0.0,0.0,0.0,0.0,0.0,56.0,6.0,,0,,0,3,21.0,15,3.0,1.0,0.0,0.9,0.5,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
47a34c4f,Mohamed Elneny,Arsenal,eg EGY,MF,31,3,0,28,0,0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,6.43,3.21,0.0,0.0,25.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,39.0,40.0,97.5,624.0,147.0,18.0,19.0,94.7,21.0,21.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,3.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,1.0,9.0,30.0,6.0,1.0,45.0,0.0,0.0,,0.0,,27.0,148.0,62.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,,0,,0,3,9.0,13,3.0,1.0,0.0,0.8,0.1,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
7f94982c,Ethan Nwaneri,Arsenal,eng ENG,FW,16,1,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,18.0,83.3,209.0,56.0,10.0,13.0,76.9,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,11.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,16.0,123.0,66.0,2.0,2.0,0.0,0.0,0.0,17.0,1.0,,0,,0,1,14.0,1,3.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
9b67eca8,Mauro Bandeira,Arsenal,pt POR,MF,19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,2,,,,,,,,,,,,,,
aaab4602,Bradley Ibrahim,Arsenal,eng ENG,MF,18,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,
aa81d8f8,Karl Jakob Hein,Arsenal,ee EST,GK,21,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,5,,,,,,,,,,,,,,
5dff6c28,Myles Lewis-Skelly,Arsenal,eng ENG,MF,16,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,
187ab096,Charles Sagoe Jr,Arsenal,eng ENG,FW,19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,
d4632cfa,James Sweet,Arsenal,wls WAL,DF,19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,
501ac0cc,Reuell Walters,Arsenal,eng ENG,DF,18,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,8,,,,,,,,,,,,,,
